run_id,ts,trace,model_profile,device,window_accesses,k_deltas,n_train,n_calib,n_test,embargo_dropped,num_leaves,test_positive_rate,features_run,workload,label_mode,sample_rate,data_seed,feature_groups,test_trace,loss,threshold_rule,thr_median,train_seconds,best_iter,ece,auc,rmse_log_tau,spearman_positives,spearman_all,calib_split,calib_positive_rate,n,drop_rate,err_rate,fn_rate,fp_rate,cost_ms,cost_ms_fn,cost_ms_fp,cost_us_per_decision,lat_k,lat_median_us,lat_p90_us,lat_per_candidate_us,lat_loadavg_1m,lat_n_cpu,lat_k1_median_us,lat_k256_median_us
20260905-143221-m5p-train-toolagent-qwen-awq,2026-09-05T14:32:25.085309+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,0.5,0.5,3.96,71,0.0003,0.9995,0.5529,0.2334,0.9489,tail,0.3607,950894,0.6407,0.0013,0.0001,0.0011,824.23,503.35,320.88,0.867,64,180.7,205.3,2.824,2.9,96,33.4,601.0
20260905-143221-m5p-train-toolagent-qwen-awq,2026-09-05T14:32:25.085309+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,p_star,0.0674,3.96,71,0.0003,0.9995,0.5529,0.2334,0.9489,tail,0.3607,950894,0.6406,0.0013,0.0001,0.0011,829.0,503.35,325.66,0.872,64,180.7,205.3,2.824,2.9,96,33.4,601.0
20260905-143221-m5p-train-toolagent-qwen-awq,2026-09-05T14:32:25.085309+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.5,0.5,4.28,79,0.0004,0.9996,0.552,0.2409,0.9343,tail,0.3607,950894,0.6407,0.0013,0.0001,0.0011,824.23,503.35,320.88,0.867,64,195.6,219.6,3.056,2.8,96,33.2,653.6
20260905-143221-m5p-train-toolagent-qwen-awq,2026-09-05T14:32:25.085309+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,p_star,0.0674,4.28,79,0.0004,0.9996,0.552,0.2409,0.9343,tail,0.3607,950894,0.6406,0.0013,0.0001,0.0011,829.0,503.35,325.66,0.872,64,195.6,219.6,3.056,2.8,96,33.2,653.6
20260905-143221-m5p-train-toolagent-qwen-awq,2026-09-05T14:32:25.085309+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,always_keep,p_star,0.0674,0.0,0,,,,,,,,950894,0.0,0.6417,0.0,0.6417,182123.66,0.0,182123.66,191.529,,,,,,,,
20260905-143221-m5p-train-toolagent-qwen-awq,2026-09-05T14:32:25.085309+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,always_drop,p_star,0.0674,0.0,0,,,,,,,,950894,1.0,0.3583,0.3583,0.0,1266626.35,1266626.35,0.0,1332.037,,,,,,,,
20260905-143244-m5p-train-conversation-qwen-awq,2026-09-05T14:32:47.676709+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,sym_l2,0.5,0.5,3.96,168,0.0006,0.9988,0.0289,0.9994,0.3905,tail,0.0469,678219,0.9547,0.0005,0.0001,0.0004,349.78,274.56,75.22,0.516,64,202.1,222.1,3.157,2.7,96,33.7,677.8
20260905-143244-m5p-train-conversation-qwen-awq,2026-09-05T14:32:47.676709+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,sym_l2,p_star,0.0582,3.96,168,0.0006,0.9988,0.0289,0.9994,0.3905,tail,0.0469,678219,0.9547,0.0005,0.0001,0.0004,349.78,274.56,75.22,0.516,64,202.1,222.1,3.157,2.7,96,33.7,677.8
20260905-143244-m5p-train-conversation-qwen-awq,2026-09-05T14:32:47.676709+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,cost_l2,0.5,0.5,4.07,161,0.0006,0.9988,0.0293,0.9994,0.3946,tail,0.0469,678219,0.9547,0.0005,0.0001,0.0004,349.78,274.56,75.22,0.516,64,206.7,226.3,3.23,3.1,96,32.5,690.6
20260905-143244-m5p-train-conversation-qwen-awq,2026-09-05T14:32:47.676709+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,cost_l2,p_star,0.0582,4.07,161,0.0006,0.9988,0.0293,0.9994,0.3946,tail,0.0469,678219,0.9547,0.0005,0.0001,0.0004,349.78,274.56,75.22,0.516,64,206.7,226.3,3.23,3.1,96,32.5,690.6
20260905-143244-m5p-train-conversation-qwen-awq,2026-09-05T14:32:47.676709+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,always_keep,p_star,0.0582,0.0,0,,,,,,,,678219,0.0,0.9549,0.0,0.9549,193321.3,0.0,193321.3,285.043,,,,,,,,
20260905-143244-m5p-train-conversation-qwen-awq,2026-09-05T14:32:47.676709+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,always_drop,p_star,0.0582,0.0,0,,,,,,,,678219,1.0,0.0451,0.0451,0.0,100606.66,100606.66,0.0,148.339,,,,,,,,
20260905-143310-m5p-train-lc128kz-qwen-awq,2026-09-05T14:33:10.622407+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,sym_l2,0.5,0.5,0.71,1,0.1887,0.5,0.9685,0.1277,0.2653,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,37.5,41.5,0.585,2.9,96,26.5,65.0
20260905-143310-m5p-train-lc128kz-qwen-awq,2026-09-05T14:33:10.622407+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,sym_l2,p_star,0.0193,0.71,1,0.1887,0.5,0.9685,0.1277,0.2653,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,37.5,41.5,0.585,2.9,96,26.5,65.0
20260905-143310-m5p-train-lc128kz-qwen-awq,2026-09-05T14:33:10.622407+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,cost_l2,0.5,0.5,0.71,1,0.1823,0.606,0.9658,0.1598,0.3478,tail,0.8963,269970,0.0183,0.2742,0.0,0.2742,22093.21,0.0,22093.21,81.836,64,39.3,40.9,0.614,3.6,96,26.5,66.0
20260905-143310-m5p-train-lc128kz-qwen-awq,2026-09-05T14:33:10.622407+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,cost_l2,p_star,0.0193,0.71,1,0.1823,0.606,0.9658,0.1598,0.3478,tail,0.8963,269970,0.0183,0.2742,0.0,0.2742,22093.21,0.0,22093.21,81.836,64,39.3,40.9,0.614,3.6,96,26.5,66.0
20260905-143310-m5p-train-lc128kz-qwen-awq,2026-09-05T14:33:10.622407+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,always_keep,p_star,0.0193,0.0,0,,,,,,,,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,,,,,,,,
20260905-143310-m5p-train-lc128kz-qwen-awq,2026-09-05T14:33:10.622407+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,always_drop,p_star,0.0193,0.0,0,,,,,,,,269970,1.0,0.7076,0.7076,0.0,2847309.17,2847309.17,0.0,10546.761,,,,,,,,
20260905-143314-m5p-train-lc128kz-qwen-awq,2026-09-05T14:33:15.157765+08:00,lc128kz,qwen-awq,nvme,17117,16,571813,100909,295645,17116,63,0.3165,20260905-143031-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,sym_l2,0.5,0.5,0.97,22,0.052,0.6509,0.3244,0.2918,0.1544,tail,0.3247,295645,1.0,0.3165,0.3165,0.0,1416192.85,1416192.85,0.0,4790.18,64,61.7,67.1,0.965,3.6,96,27.0,144.4
20260905-143314-m5p-train-lc128kz-qwen-awq,2026-09-05T14:33:15.157765+08:00,lc128kz,qwen-awq,nvme,17117,16,571813,100909,295645,17116,63,0.3165,20260905-143031-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,sym_l2,p_star,0.0192,0.97,22,0.052,0.6509,0.3244,0.2918,0.1544,tail,0.3247,295645,0.2242,0.5382,0.0394,0.4988,240789.65,196775.15,44014.5,814.455,64,61.7,67.1,0.965,3.6,96,27.0,144.4
20260905-143314-m5p-train-lc128kz-qwen-awq,2026-09-05T14:33:15.157765+08:00,lc128kz,qwen-awq,nvme,17117,16,571813,100909,295645,17116,63,0.3165,20260905-143031-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,cost_l2,0.5,0.5,0.96,22,0.052,0.6474,0.3243,0.3284,0.151,tail,0.3247,295645,1.0,0.3165,0.3165,0.0,1416192.85,1416192.85,0.0,4790.18,64,59.9,65.0,0.936,4.0,96,27.4,147.3
20260905-143314-m5p-train-lc128kz-qwen-awq,2026-09-05T14:33:15.157765+08:00,lc128kz,qwen-awq,nvme,17117,16,571813,100909,295645,17116,63,0.3165,20260905-143031-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,cost_l2,p_star,0.0192,0.96,22,0.052,0.6474,0.3243,0.3284,0.151,tail,0.3247,295645,0.2242,0.5382,0.0394,0.4988,240789.65,196775.15,44014.5,814.455,64,59.9,65.0,0.936,4.0,96,27.4,147.3
20260905-143314-m5p-train-lc128kz-qwen-awq,2026-09-05T14:33:15.157765+08:00,lc128kz,qwen-awq,nvme,17117,16,571813,100909,295645,17116,63,0.3165,20260905-143031-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,always_keep,p_star,0.0192,0.0,0,,,,,,,,295645,0.0,0.6835,0.0,0.6835,60316.06,0.0,60316.06,204.015,,,,,,,,
20260905-143314-m5p-train-lc128kz-qwen-awq,2026-09-05T14:33:15.157765+08:00,lc128kz,qwen-awq,nvme,17117,16,571813,100909,295645,17116,63,0.3165,20260905-143031-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,always_drop,p_star,0.0192,0.0,0,,,,,,,,295645,1.0,0.3165,0.3165,0.0,1416192.85,1416192.85,0.0,4790.18,,,,,,,,
20260905-143319-m5p-train-lc128ks-qwen-awq,2026-09-05T14:33:21.315562+08:00,lc128ks,qwen-awq,nvme,102702,16,1270381,224186,665997,59424,63,0.8699,20260905-143141-m5p-feat-lc128ks-qwen-awq,longctx-session,censored,1.0,1234,history+deltas+edc+static,lc128ks,sym_l2,0.5,0.5,1.3,2,0.0575,0.5614,0.8805,0.1446,0.1835,tail,0.8386,665997,0.0,0.1301,0.0,0.1301,25862.58,0.0,25862.58,38.833,64,41.7,57.2,0.651,4.4,96,30.1,79.2
20260905-143319-m5p-train-lc128ks-qwen-awq,2026-09-05T14:33:21.315562+08:00,lc128ks,qwen-awq,nvme,102702,16,1270381,224186,665997,59424,63,0.8699,20260905-143141-m5p-feat-lc128ks-qwen-awq,longctx-session,censored,1.0,1234,history+deltas+edc+static,lc128ks,sym_l2,p_star,0.0194,1.3,2,0.0575,0.5614,0.8805,0.1446,0.1835,tail,0.8386,665997,0.0,0.1301,0.0,0.1301,25862.58,0.0,25862.58,38.833,64,41.7,57.2,0.651,4.4,96,30.1,79.2
20260905-143319-m5p-train-lc128ks-qwen-awq,2026-09-05T14:33:21.315562+08:00,lc128ks,qwen-awq,nvme,102702,16,1270381,224186,665997,59424,63,0.8699,20260905-143141-m5p-feat-lc128ks-qwen-awq,longctx-session,censored,1.0,1234,history+deltas+edc+static,lc128ks,cost_l2,0.5,0.5,1.48,3,0.096,0.668,0.8826,0.076,0.1365,tail,0.8386,665997,0.0,0.1301,0.0,0.1301,25862.58,0.0,25862.58,38.833,64,48.9,54.4,0.764,4.4,96,33.4,82.8
20260905-143319-m5p-train-lc128ks-qwen-awq,2026-09-05T14:33:21.315562+08:00,lc128ks,qwen-awq,nvme,102702,16,1270381,224186,665997,59424,63,0.8699,20260905-143141-m5p-feat-lc128ks-qwen-awq,longctx-session,censored,1.0,1234,history+deltas+edc+static,lc128ks,cost_l2,p_star,0.0194,1.48,3,0.096,0.668,0.8826,0.076,0.1365,tail,0.8386,665997,0.0,0.1301,0.0,0.1301,25862.58,0.0,25862.58,38.833,64,48.9,54.4,0.764,4.4,96,33.4,82.8
20260905-143319-m5p-train-lc128ks-qwen-awq,2026-09-05T14:33:21.315562+08:00,lc128ks,qwen-awq,nvme,102702,16,1270381,224186,665997,59424,63,0.8699,20260905-143141-m5p-feat-lc128ks-qwen-awq,longctx-session,censored,1.0,1234,history+deltas+edc+static,lc128ks,always_keep,p_star,0.0194,0.0,0,,,,,,,,665997,0.0,0.1301,0.0,0.1301,25862.58,0.0,25862.58,38.833,,,,,,,,
20260905-143319-m5p-train-lc128ks-qwen-awq,2026-09-05T14:33:21.315562+08:00,lc128ks,qwen-awq,nvme,102702,16,1270381,224186,665997,59424,63,0.8699,20260905-143141-m5p-feat-lc128ks-qwen-awq,longctx-session,censored,1.0,1234,history+deltas+edc+static,lc128ks,always_drop,p_star,0.0194,0.0,0,,,,,,,,665997,1.0,0.8699,0.8699,0.0,8604794.94,8604794.94,0.0,12920.171,,,,,,,,
20260905-143329-m5p-train-toolagent-qwen-awq,2026-09-05T14:33:32.219619+08:00,toolagent,qwen-awq,nvme,68468,16,1869359,329888,947071,10583,63,0.363,20260905-143047-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,0.5,0.5,4.0,73,0.0008,0.9946,0.5582,0.2462,0.9307,tail,0.3785,947071,0.641,0.004,0.004,0.0,16890.88,16878.04,12.84,17.835,64,175.0,195.8,2.734,4.1,96,33.2,580.4
20260905-143329-m5p-train-toolagent-qwen-awq,2026-09-05T14:33:32.219619+08:00,toolagent,qwen-awq,nvme,68468,16,1869359,329888,947071,10583,63,0.363,20260905-143047-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,p_star,0.0674,4.0,73,0.0008,0.9946,0.5582,0.2462,0.9307,tail,0.3785,947071,0.6405,0.0044,0.004,0.0005,17013.56,16878.04,135.52,17.964,64,175.0,195.8,2.734,4.1,96,33.2,580.4
20260905-143329-m5p-train-toolagent-qwen-awq,2026-09-05T14:33:32.219619+08:00,toolagent,qwen-awq,nvme,68468,16,1869359,329888,947071,10583,63,0.363,20260905-143047-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.5,0.5,5.13,91,0.001,0.9947,0.5585,0.2592,0.9257,tail,0.3785,947071,0.641,0.004,0.004,0.0,16890.88,16878.04,12.84,17.835,64,216.8,245.8,3.388,4.4,96,34.2,751.9
20260905-143329-m5p-train-toolagent-qwen-awq,2026-09-05T14:33:32.219619+08:00,toolagent,qwen-awq,nvme,68468,16,1869359,329888,947071,10583,63,0.363,20260905-143047-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,p_star,0.0674,5.13,91,0.001,0.9947,0.5585,0.2592,0.9257,tail,0.3785,947071,0.6336,0.011,0.0038,0.0072,18173.41,16135.31,2038.11,19.189,64,216.8,245.8,3.388,4.4,96,34.2,751.9
20260905-143329-m5p-train-toolagent-qwen-awq,2026-09-05T14:33:32.219619+08:00,toolagent,qwen-awq,nvme,68468,16,1869359,329888,947071,10583,63,0.363,20260905-143047-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,always_keep,p_star,0.0674,0.0,0,,,,,,,,947071,0.0,0.637,0.0,0.637,180088.24,0.0,180088.24,190.153,,,,,,,,
20260905-143329-m5p-train-toolagent-qwen-awq,2026-09-05T14:33:32.219619+08:00,toolagent,qwen-awq,nvme,68468,16,1869359,329888,947071,10583,63,0.363,20260905-143047-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,always_drop,p_star,0.0674,0.0,0,,,,,,,,947071,1.0,0.363,0.363,0.0,1280388.26,1280388.26,0.0,1351.945,,,,,,,,
20260905-143348-m5p-train-toolagent-qwen-awq,2026-09-05T14:33:50.295576+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-143055-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,0.5,0.5,4.26,86,0.0319,0.896,0.6545,0.7011,0.7927,tail,0.5997,907221,0.5971,0.154,0.1277,0.0264,667207.1,660064.18,7142.92,735.441,64,281.4,301.5,4.397,4.6,96,36.9,975.1
